Date,Time,UserID,Location,PostContent,Sentiment,Likes,Comments,EngagementScore,ImageDescription,TravelType
7/4/2025,21:03,U76248,Reykjavik,Thrill-seeking in Reykjavik! Hallgrímskirkja church in snow was the highlight.,Positive,493035,3323,302467,Hallgrímskirkja church in snow,Adventure
6/27/2025,10:41,U14465,Venice,Vacation vibes in Venice! Piazza San Marco crowd made it unforgettable.,Negative,377930,2228,231214,Piazza San Marco crowd,Leisure
5/30/2025,21:13,U63434,Cusco,Relaxing in Cusco with views like this: plaza de armas at night.,Positive,100411,1517,63280.6,Plaza de Armas at night,Leisure
7/10/2025,21:34,U60513,Prague,"Between meetings in Prague, took a moment to enjoy charles bridge at sunrise.",Positive,23521,4412,22936.6,Charles Bridge at sunrise,Business
6/23/2025,23:14,U58358,Nairobi,Relaxing in Nairobi with views like this: safari jeep with giraffes.,Positive,261602,416,157793.2,Safari jeep with giraffes,Leisure
7/6/2025,22:16,U37541,Glasgow,Exploring the beauty of Glasgow – street art on city walls.,Positive,415254,1381,251914.4,Street art on city walls,Leisure
7/10/2025,5:58,U21562,Lima,Adventuring through Lima – just look at colonial architecture in center!,Positive,414788,1717,252306.8,Colonial architecture in center,Adventure
6/16/2025,4:31,U86224,Toronto,Thrill-seeking in Toronto! Graffiti Alley street art was the highlight.,Positive,54019,3122,38655.4,Graffiti Alley street art,Adventure
7/21/2025,14:08,U62117,Zurich,Relaxing in Zurich with views like this: lake zurich view with swans.,Positive,198685,2866,124943,Lake Zurich view with swans,Leisure
7/23/2025,6:39,U74617,Buenos Aires,Relaxing in Buenos Aires with views like this: colorful caminito buildings.,Neutral,166875,777,101679,Colorful Caminito buildings,Leisure
7/24/2025,23:46,U53475,Tel Aviv,Adventuring through Tel Aviv – just look at old jaffa port at dusk!,Positive,242968,4930,155640.8,Old Jaffa port at dusk,Adventure
7/4/2025,17:09,U36364,Venice,Vacation vibes in Venice! Gondolas on Grand Canal made it unforgettable.,Positive,239319,1902,147395.4,Gondolas on Grand Canal,Leisure
7/7/2025,21:31,U87574,Venice,Adrenaline + views = Venice. Loved piazza san marco crowd!,Neutral,454402,4496,281633.2,Piazza San Marco crowd,Adventure
7/9/2025,10:46,U20453,Istanbul,"Between meetings in Istanbul, took a moment to enjoy blue mosque interior lights.",Positive,264510,2162,163030,Blue Mosque interior lights,Business
6/18/2025,10:04,U89195,Glasgow,Vacation vibes in Glasgow! Street art on city walls made it unforgettable.,Positive,495616,865,299099.6,Street art on city walls,Leisure
7/26/2025,7:16,U29597,Seoul,Adrenaline + views = Seoul. Loved palace guards in ceremonial dress!,Positive,184605,2511,115785,Palace guards in ceremonial dress,Adventure
6/25/2025,8:38,U77160,Rome,Adventuring through Rome – just look at colosseum under golden light!,Negative,107666,95,64789.6,Colosseum under golden light,Adventure
5/31/2025,23:05,U13807,Brussels,Thrill-seeking in Brussels! Waffles with whipped cream was the highlight.,Positive,104777,2245,67356.2,Waffles with whipped cream,Adventure
6/7/2025,13:40,U60771,Cusco,Relaxing in Cusco with views like this: alpacas near mountain trail.,Positive,224664,471,135740.4,Alpacas near mountain trail,Leisure
7/22/2025,18:52,U45146,Santiago,Adrenaline + views = Santiago. Loved cerro san cristóbal cable car!,Neutral,256169,1316,156333.4,Cerro San Cristóbal cable car,Adventure
5/30/2025,13:40,U95060,Zagreb,Quick trip to Zagreb for work – still managed to catch this: st. mark’s colorful roof.,Neutral,426815,418,256925,St. Mark’s colorful roof,Business
7/6/2025,18:29,U78818,Barcelona,Adventuring through Barcelona – just look at park güell mosaics!,Positive,415782,4005,257479.2,Park Güell mosaics,Adventure
6/5/2025,10:42,U26489,Zagreb,Adventuring through Zagreb – just look at st. mark’s colorful roof!,Positive,273503,2994,170089.8,St. Mark’s colorful roof,Adventure
6/29/2025,2:34,U92878,Tallinn,Vacation vibes in Tallinn! Cafés in old town street made it unforgettable.,Positive,164108,3368,105200.8,Cafés in old town street,Leisure
7/6/2025,21:21,U92193,Cairo,Adventuring through Cairo – just look at camel riders at sunset!,Neutral,341926,2259,209673.6,Camel riders at sunset,Adventure
7/22/2025,0:53,U42340,Sydney,Quick trip to Sydney for work – still managed to catch this: surfing at bondi beach.,Negative,90451,4147,62564.6,Surfing at Bondi Beach,Business
6/16/2025,11:50,U36424,Jakarta,Thrill-seeking in Jakarta! Rush hour traffic chaos was the highlight.,Neutral,98882,3430,66189.2,Rush hour traffic chaos,Adventure
6/29/2025,15:33,U26294,Beijing,Vacation vibes in Beijing! Forbidden City red gates made it unforgettable.,Negative,420975,556,253697,Forbidden City red gates,Leisure
6/23/2025,23:16,U64916,Cairo,Thrill-seeking in Cairo! Camel riders at sunset was the highlight.,Neutral,260768,4409,165278.8,Camel riders at sunset,Adventure
7/25/2025,8:34,U77865,Tokyo,"Between meetings in Tokyo, took a moment to enjoy sushi platter at tsukiji market.",Neutral,337231,3192,208722.6,Sushi platter at Tsukiji Market,Business
7/27/2025,16:59,U82208,Prague,Adventuring through Prague – just look at charles bridge at sunrise!,Neutral,394448,4591,245850.8,Charles Bridge at sunrise,Adventure
7/13/2025,19:41,U74548,Munich,Business isn’t all boring – check out beer steins at oktoberfest in Munich.,Neutral,60908,1687,39918.8,Beer steins at Oktoberfest,Business
6/30/2025,14:53,U17581,Bali,Relaxing in Bali with views like this: rice terraces in ubud.,Positive,485199,3712,298543.4,Rice terraces in Ubud,Leisure
6/28/2025,21:08,U71852,Iceland,"Between meetings in Iceland, took a moment to enjoy hot spring in snowy landscape.",Neutral,102401,3120,67680.6,Hot spring in snowy landscape,Business
6/14/2025,1:57,U46756,Amman,Exploring the beauty of Amman – citadel hill with city view.,Positive,238377,348,143722.2,Citadel hill with city view,Leisure
7/19/2025,10:34,U86926,Prague,"Between meetings in Prague, took a moment to enjoy charles bridge at sunrise.",Positive,247558,4841,158216.8,Charles Bridge at sunrise,Business
6/8/2025,3:19,U33227,Kuala Lumpur,Business isn’t all boring – check out local night market stalls in Kuala Lumpur.,Positive,368153,4397,229685.8,Local night market stalls,Business
6/22/2025,15:02,U87681,Cairo,Business isn’t all boring – check out ancient hieroglyphs inside tomb in Cairo.,Neutral,340139,3938,211959.4,Ancient hieroglyphs inside tomb,Business
6/30/2025,2:42,U78404,Amman,Adventuring through Amman – just look at roman amphitheater with crowd!,Positive,350576,779,211903.6,Roman amphitheater with crowd,Adventure
7/8/2025,11:35,U39496,London,Exploring the beauty of London – afternoon tea in notting hill.,Neutral,201985,499,122189,Afternoon tea in Notting Hill,Leisure
6/1/2025,7:06,U72261,Copenhagen,Relaxing in Copenhagen with views like this: colorful houses in nyhavn.,Neutral,435970,1928,265438,Colorful houses in Nyhavn,Leisure
7/14/2025,16:16,U73198,Dubai,Thrill-seeking in Dubai! Desert safari ride was the highlight.,Neutral,286023,4183,179979.8,Desert safari ride,Adventure
6/14/2025,4:31,U65927,Rome,Vacation vibes in Rome! Pasta served in a small trattoria made it unforgettable.,Positive,75033,3385,51789.8,Pasta served in a small trattoria,Leisure
6/27/2025,12:52,U62622,Rome,Quick trip to Rome for work – still managed to catch this: colosseum under golden light.,Negative,274818,1465,167820.8,Colosseum under golden light,Business
7/17/2025,2:25,U25928,Amman,Business isn’t all boring – check out citadel hill with city view in Amman.,Neutral,429759,3624,265103.4,Citadel hill with city view,Business
6/3/2025,7:19,U47289,Sydney,Relaxing in Sydney with views like this: surfing at bondi beach.,Negative,497039,3888,305999.4,Surfing at Bondi Beach,Leisure
6/14/2025,2:09,U68503,Amman,Adrenaline + views = Amman. Loved citadel hill with city view!,Positive,468939,4720,290803.4,Citadel hill with city view,Adventure
6/13/2025,11:40,U80232,Oslo,Exploring the beauty of Oslo – snow-covered waterfront harbor.,Neutral,171991,3560,110314.6,Snow-covered waterfront harbor,Leisure
6/14/2025,4:14,U31616,Nairobi,Exploring the beauty of Nairobi – maasai warrior in traditional dress.,Positive,380534,842,230004.4,Maasai warrior in traditional dress,Leisure
6/16/2025,16:06,U86098,Los Angeles,Quick trip to Los Angeles for work – still managed to catch this: hollywood sign from afar.,Positive,310292,1742,189659.2,Hollywood sign from afar,Business
6/9/2025,19:48,U56621,Marrakech,Vacation vibes in Marrakech! Lanterns in souk alley made it unforgettable.,Neutral,113482,2592,73273.2,Lanterns in souk alley,Leisure
6/17/2025,15:03,U26101,Oslo,Business isn’t all boring – check out snow-covered waterfront harbor in Oslo.,Positive,469724,623,283080.4,Snow-covered waterfront harbor,Business
6/1/2025,1:29,U70792,Santiago,Relaxing in Santiago with views like this: andes behind the skyline.,Positive,67242,337,41019.2,Andes behind the skyline,Leisure
6/26/2025,18:10,U32271,Beijing,Quick trip to Beijing for work – still managed to catch this: forbidden city red gates.,Positive,48515,2507,34123,Forbidden City red gates,Business
7/25/2025,19:26,U37532,Santiago,Relaxing in Santiago with views like this: plaza de armas with street artists.,Positive,394373,627,237877.8,Plaza de Armas with street artists,Leisure
7/23/2025,23:13,U42975,Manila,Business isn’t all boring – check out sunset over manila bay in Manila.,Positive,149629,4481,98739.4,Sunset over Manila Bay,Business
6/15/2025,4:07,U41292,Santiago,Thrill-seeking in Santiago! Cerro San Cristóbal cable car was the highlight.,Neutral,96994,859,59914.4,Cerro San Cristóbal cable car,Adventure
6/16/2025,5:52,U52217,Reykjavik,"Between meetings in Reykjavik, took a moment to enjoy hallgrímskirkja church in snow.",Positive,228098,4495,145848.8,Hallgrímskirkja church in snow,Business
7/8/2025,1:41,U26403,Buenos Aires,Adrenaline + views = Buenos Aires. Loved colorful caminito buildings!,Positive,435082,2241,265531.2,Colorful Caminito buildings,Adventure
6/30/2025,21:58,U58492,Moscow,Business isn’t all boring – check out st. basil's cathedral in snow in Moscow.,Neutral,318373,635,192293.8,St. Basil's Cathedral in snow,Business
7/8/2025,14:31,U31582,Bali,Thrill-seeking in Bali! Rice terraces in Ubud was the highlight.,Positive,345900,3459,214458,Rice terraces in Ubud,Adventure
7/13/2025,8:20,U12217,Copenhagen,Business isn’t all boring – check out bicycles along cobbled street in Copenhagen.,Neutral,102889,4185,70103.4,Bicycles along cobbled street,Business
5/31/2025,13:30,U33255,Oslo,Adventuring through Oslo – just look at snow-covered waterfront harbor!,Negative,235548,50,141428.8,Snow-covered waterfront harbor,Adventure
7/5/2025,8:36,U42072,Toronto,Adrenaline + views = Toronto. Loved cn tower from the harbor!,Neutral,373124,1128,226130.4,CN Tower from the harbor,Adventure
7/6/2025,15:41,U84205,Rome,Adventuring through Rome – just look at pasta served in a small trattoria!,Positive,156274,471,94706.4,Pasta served in a small trattoria,Adventure
6/1/2025,15:48,U37330,Kuala Lumpur,"Between meetings in Kuala Lumpur, took a moment to enjoy petronas towers at night.",Neutral,413141,3222,254328.6,Petronas Towers at night,Business
6/17/2025,8:39,U38538,London,Vacation vibes in London! Big Ben in the rain made it unforgettable.,Neutral,443650,1272,268734,Big Ben in the rain,Leisure
6/25/2025,15:16,U43548,Tokyo,Thrill-seeking in Tokyo! Shibuya Crossing at rush hour was the highlight.,Positive,374379,2778,230183.4,Shibuya Crossing at rush hour,Adventure
7/16/2025,1:49,U28154,Glasgow,Exploring the beauty of Glasgow – kelvingrove art gallery.,Positive,439375,3588,270801,Kelvingrove Art Gallery,Leisure
6/3/2025,14:19,U59441,Edinburgh,"Between meetings in Edinburgh, took a moment to enjoy bagpiper on royal mile.",Negative,234553,4362,149455.8,Bagpiper on Royal Mile,Business
6/7/2025,7:14,U59701,Lima,Quick trip to Lima for work – still managed to catch this: colonial architecture in center.,Positive,131633,4192,87363.8,Colonial architecture in center,Business
7/9/2025,9:07,U75265,Cusco,Thrill-seeking in Cusco! Stone streets of Inca city was the highlight.,Negative,185539,2471,116265.4,Stone streets of Inca city,Adventure
7/7/2025,18:27,U47444,Helsinki,Exploring the beauty of Helsinki – market square food stalls.,Positive,578,2524,5394.8,Market Square food stalls,Leisure
6/1/2025,5:02,U85386,Vancouver,Adrenaline + views = Vancouver. Loved sunset kayak on the inlet!,Negative,295351,2238,181686.6,Sunset kayak on the inlet,Adventure
7/24/2025,14:38,U72159,Prague,Quick trip to Prague for work – still managed to catch this: astronomical clock in old town.,Positive,957,3088,6750.2,Astronomical Clock in Old Town,Business
7/17/2025,19:07,U42168,Jakarta,Relaxing in Jakarta with views like this: food stalls at night.,Negative,305111,4289,191644.6,Food stalls at night,Leisure
7/11/2025,12:51,U98789,Stockholm,Adrenaline + views = Stockholm. Loved boats in the archipelago!,Positive,178501,1016,109132.6,Boats in the archipelago,Adventure
6/3/2025,10:42,U68546,Istanbul,Relaxing in Istanbul with views like this: blue mosque interior lights.,Negative,220150,4340,140770,Blue Mosque interior lights,Leisure
7/14/2025,2:24,U16321,Athens,Adventuring through Athens – just look at parthenon at sunset!,Positive,166566,4050,108039.6,Parthenon at sunset,Adventure
5/29/2025,22:46,U36529,Munich,Exploring the beauty of Munich – beer steins at oktoberfest.,Negative,56803,3711,41503.8,Beer steins at Oktoberfest,Leisure
6/7/2025,20:22,U48546,Abu Dhabi,Business isn’t all boring – check out date palms and desert dunes in Abu Dhabi.,Positive,189760,3379,120614,Date palms and desert dunes,Business
5/31/2025,5:16,U33671,Sydney,Adrenaline + views = Sydney. Loved opera house from the ferry!,Positive,470795,514,283505,Opera House from the ferry,Adventure
7/7/2025,0:10,U47518,Munich,Adrenaline + views = Munich. Loved beer steins at oktoberfest!,Positive,489093,2258,297971.8,Beer steins at Oktoberfest,Adventure
7/25/2025,6:44,U35374,Cairo,"Between meetings in Cairo, took a moment to enjoy camel riders at sunset.",Positive,335434,1252,203764.4,Camel riders at sunset,Business
7/16/2025,0:21,U10566,Munich,Vacation vibes in Munich! Alps visible from city edge made it unforgettable.,Positive,434241,2583,265710.6,Alps visible from city edge,Leisure
7/19/2025,17:41,U73466,Auckland,Thrill-seeking in Auckland! Sky Tower above marina was the highlight.,Positive,88988,3791,60974.8,Sky Tower above marina,Adventure
6/24/2025,22:55,U15789,Bangkok,Thrill-seeking in Bangkok! Wat Arun at sunset was the highlight.,Neutral,242980,1088,147964,Wat Arun at sunset,Adventure
7/11/2025,3:06,U65608,Tallinn,Adrenaline + views = Tallinn. Loved medieval towers and stone walls!,Neutral,365145,4118,227323,Medieval towers and stone walls,Adventure
6/21/2025,9:47,U83468,Cape Town,Exploring the beauty of Cape Town – top of table mountain view.,Negative,276812,4333,174753.2,Top of Table Mountain view,Leisure
5/30/2025,12:58,U27642,New York,Exploring the beauty of New York – central park in summer.,Neutral,293939,129,176621.4,Central Park in summer,Leisure
